Symbol,Name,CIK,Sector,Industry,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,Dividend,EPS,EPSEorL,RevenuePerShareTTM,ProfitMargin,ProfitMarginPorN,OperatingMarginTTM,OperatingMarginTTMPorN,ReturnOnAssetsTTM,ReturnOnAssetsTTMPorN,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyEarningsGrowthYOYPorN,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding
DMRC,Digimarc Corporation,1438231,TECHNOLOGY,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,December,2021-12-31,441111000.0,-31554000.0,,-0.69,3.341,0.0,0.0,NO,-2.1109999999999998,LOSS,1.611,-1.311,negative,-1.22,negative,-0.25,negative,-0.499,26520000.0,17743000.0,-2.1109999999999998,0.0,0,0.28300000000000003,31.0,,,16.63,8.22,15.97,,1.307,53.74,21.5,26.89,33.81,17686900
DMS,Digital Media Solutions Inc,1725134,TRADE & SERVICES,SERVICES-ALLIED TO MOTION PICTURE PRODUCTION,December,2021-12-31,105907000.0,32474000.0,48.5,,,0.0,0.0,NO,0.06,Earn,12.14,0.0051,positive,0.0294,positive,0.035,positive,0.0,427935000.0,79905000.0,0.06,-0.053,negative,0.162,6.25,48.5,19.01,0.247,1.329,0.7190000000000001,4.731,0.48,12.3,2.77,3.427,5.54,36394300
DNB,Dun & Bradstreet Holdings Inc,1799208,TRADE & SERVICES,"SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES",December,2021-12-31,7301771000.0,727500000.0,,2.86,8.54,0.0,0.0,NO,-0.17,LOSS,5.05,-0.0331,negative,0.10400000000000001,positive,0.0146,positive,-0.018000000000000002,2165600000.0,1501300000.0,-0.17,0.0,0,0.247,23.77,,14.53,3.372,1.9569999999999999,5.01,13.97,0.736,24.3,15.55,17.34,18.66,431166000
DOCN,DigitalOcean Holdings Inc,1582961,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",December,2021-12-31,4357668000.0,64231000.0,,1.871,5.39,0.0,0.0,NO,-0.209,LOSS,4.5969999999999995,-0.0455,negative,-0.025,negative,-0.0053,negative,-0.0574,428561000.0,257966000.0,-0.209,0.0,0,0.36700000000000005,75.89,,68.49,10.17,7.87,10.03,58.15,,133.4,35.35,53.94,70.18,106026000
DOCS,Doximity Inc.,1516513,TECHNOLOGY,SERVICES-COMPUTER PROGRAMMING SERVICES,March,2021-12-31,8283852000.0,110025000.0,65.81,,4.413,0.0,0.0,NO,0.6579999999999999,Earn,2.334,0.441,positive,0.34299999999999997,positive,0.11900000000000001,positive,0.29100000000000004,316582000.0,175701000.0,0.6579999999999999,4.2,positive,0.667,66.77,65.81,99.01,26.17,10.18,24.55,68.71,,107.79,39.92,51.37,62.26,191313000
DOCU,DocuSign Inc,1261333,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,January,2022-01-31,16869862000.0,14828000.0,,2.384,1.386,0.0,0.0,NO,-0.35600000000000004,LOSS,10.71,-0.0332,negative,-0.027000000000000003,negative,-0.0146,negative,-0.233,2107213000.0,1648286000.0,-0.35600000000000004,0.0,0,0.348,122.26,,45.05,8.01,62.32,8.19,804.39,0.894,314.76,71.0,100.82,198.13,199903000
DOMO,Domo Inc,1505952,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,January,2022-01-31,1410045000.0,-115260000.0,,,-0.17800000000000002,0.0,0.0,NO,-3.1889999999999996,LOSS,8.06,-0.396,negative,-0.34600000000000003,negative,-0.242,negative,0.0,257961000.0,190815000.0,-3.1889999999999996,0.0,0,0.231,87.67,,,5.47,,5.51,,2.688,98.35,36.07,46.46,66.05,30453400
DOX,Amdocs Limited,1062579,TECHNOLOGY,SERVICES-COMPUTER PROGRAMMING SERVICES,September,2021-12-31,9900392000.0,826639000.0,19.62,1.57,28.65,1.44,0.0197,YES,4.09,Earn,33.96,0.121,positive,0.14400000000000002,positive,0.0576,positive,0.14,4306929000.0,1477673000.0,4.09,-0.532,negative,0.017,87.75,19.62,15.7,2.299,2.855,2.345,11.92,0.746,84.39,67.69,80.98,77.34,123354000
DRCT,Direct Digital Holdings Inc. Class A Common Stock,1880613,TECHNOLOGY,GENERAL,December,2021-12-31,7084000.0,,0.9,,60.48,0.0,0.0,NO,2.81,Earn,931.86,0.003,positive,0.10300000000000001,positive,0.0,0,0.0,31837900.0,5172300.0,2.81,0.0,0,0.0,6.63,0.9,,0.223,5.61,0.583,6.02,,5.49,1.18,2.369,2.387,2800000
DSP,Viant Technology Inc,1828791,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",December,2021-12-31,393927000.0,16360000.0,,,4.39,0.0,0.0,NO,-0.63,LOSS,18.13,-0.0345,negative,-0.191,negative,-0.102,negative,-0.242,224127000.0,94523000.0,-0.63,-0.991,negative,0.465,14.8,,238.1,1.758,1.544,2.434,5.0,,36.46,5.6,7.02,10.7,14071500
DT,Dynatrace Inc,1773383,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,March,2021-12-31,11109765000.0,125003000.0,144.0,2.376,4.466,0.0,0.0,NO,0.27,Earn,3.083,0.0898,positive,0.0968,positive,0.0232,positive,0.0672,873364000.0,591118000.0,0.27,-0.16699999999999998,negative,0.316,63.5,144.0,52.63,12.72,8.94,13.01,82.08,1.534,80.13,37.66,43.47,58.82,285745000
DTST,Data Storage Corporation,1419951,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,December,2021-12-31,18752000.0,865690.0,68.29,0.0,3.388,0.0,0.0,NO,0.040999999999999995,Earn,2.965,0.022000000000000002,positive,-0.0289,negative,-0.0129,negative,0.0212,12456300.0,3895700.0,0.040999999999999995,6.08,positive,0.41700000000000004,8.0,68.29,,1.505,0.934,0.746,8.73,0.6729999999999999,13.1,0.19,3.2239999999999998,3.805,6697100
DTSTW,Data Storage Corporation,1419951,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,December,2021-12-31,24508700.0,1086500.0,,,,,,,,,3.049,0.0241,positive,0.0029,positive,0.0023,positive,4.606,9796900.0,0.0,0.0,0.0,0,0.22699999999999998,,,,,,,,1.216,3.56,0.41,0.0,0.0,0
DUOL,Duolingo Inc. Class A Common Stock,1562088,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021-12-31,3439676000.0,,,,13.41,0.0,0.0,NO,-2.57,LOSS,10.7,-0.24,negative,-0.223,negative,-0.0833,negative,-0.196,250772000.0,181586000.0,-2.57,0.0,0,0.513,119.43,,,13.72,6.47,11.17,,,205.0,64.81,88.02,121.29,27506100
DUOT,Duos Technologies Group Inc,1396536,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021-12-31,24641300.0,-1980024.0,,0.0,0.051,0.0,0.0,NO,-1.755,LOSS,2.344,-0.7490000000000001,negative,-0.9159999999999999,negative,-0.828,negative,-4.043,8328300.0,2786400.0,-1.755,0.0,0,0.358,10.0,,5.3,2.9589999999999996,192.7,3.98,,0.8540000000000001,11.0,3.96,5.3,5.89,6088000
DV,DoubleVerify Holdings Inc,1819928,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",December,2021-12-31,3653276000.0,56369000.0,120.78,,4.923,0.0,0.0,NO,0.18,Earn,2.244,0.0881,positive,0.0895,positive,0.0265,positive,0.0482,332741000.0,278359000.0,0.18,1.482,positive,0.342,35.8,120.78,65.79,10.98,4.494,10.14,58.91,,48.42,19.95,24.82,30.62,163454000
DXC,DXC Technology Company,1688568,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,March,2021-12-31,7053190000.0,1922000000.0,,0.28,19.43,0.0,0.0,NO,-2.412,LOSS,65.79,-0.0367,negative,0.022000000000000002,positive,0.0105,positive,-0.11,16642000000.0,3835000000.0,-2.412,-0.9109999999999999,negative,-0.046,40.5,,6.93,0.424,1.508,0.625,6.6,2.242,44.18,28.57,32.23,34.02,244478000
EA,Electronic Arts Inc,712515,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,March,2021-12-31,35048702000.0,1371000000.0,54.48,20.63,27.0,0.68,0.0055,YES,2.225,Earn,22.83,0.0983,positive,0.153,positive,0.0473,positive,0.0822,6512000000.0,4135000000.0,2.225,-0.6809999999999999,negative,0.069,161.98,54.48,17.12,5.38,4.729,5.37,25.98,0.828,148.35,117.58,125.91,133.8,281222000
EB,Eventbrite Inc,1475115,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",December,2021-12-31,1037029000.0,-32990000.0,,,1.7469999999999999,0.0,0.0,NO,-1.475,LOSS,1.984,-0.743,negative,-0.429,negative,-0.0592,negative,-0.573,187134000.0,116840000.0,-1.475,0.0,0,1.237,20.5,,,5.54,6.52,4.485,,2.8369999999999997,24.0,10.6,13.93,16.61,86744000
EBIX,Ebix Inc,814549,TECHNOLOGY,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,December,2021-12-31,916636000.0,134188000.0,13.36,2.16,21.36,0.3,0.0101,YES,2.22,Earn,32.49,0.0685,positive,0.12,positive,0.0473,positive,0.0985,994938000.0,289548000.0,2.22,-0.215,negative,0.201,113.88,13.36,,0.9209999999999999,1.411,1.4869999999999999,10.75,2.5839999999999996,44.42,24.14,32.25,30.86,30904800
EBON,Ebang International Holdings Inc,1799290,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,December,2021-06-30,165134000.0,,,,1.903,0.0,0.0,NO,-0.18600000000000003,LOSS,0.174,-1.068,negative,-0.873,negative,-0.0617,negative,-0.156,26257500.0,-2899343.0,-0.18600000000000003,0.0,0,0.657,,,,6.29,0.495,1.212,5.06,,4.23,0.7,1.188,1.659,140751000
ECOM,ChannelAdvisor Corporation,1169652,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021-12-31,438808000.0,22865000.0,9.61,-24.75,6.23,0.0,0.0,NO,1.5,Earn,5.63,0.281,positive,0.113,positive,0.0565,positive,0.297,167729000.0,129497000.0,1.5,4.3389999999999995,positive,0.127,29.0,9.61,16.03,2.616,2.307,1.996,13.13,0.8390000000000001,29.42,13.79,16.34,22.37,30451600
EEFT,Euronet Worldwide Inc,1029199,FINANCE,"FUNCTIONS RELATED TO DEPOSITORY BANKING, NEC",December,2021-12-31,6589042000.0,319770000.0,97.53,1.27,24.55,0.0,0.0,NO,1.32,Earn,56.96,0.0236,positive,0.0614,positive,0.0238,positive,0.0523,2995443000.0,1095176000.0,1.32,0.8029999999999999,positive,0.14800000000000002,172.78,97.53,19.19,2.2,5.49,2.23,21.57,1.429,159.32,96.3,126.91,126.16,51181000
EEX,Emerald Holding Inc,1579214,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",December,2021-12-31,186547000.0,36800000.0,,2.16,4.649,0.0,0.0,NO,-1.594,LOSS,2.04,-0.537,negative,-0.627,negative,-0.0539,negative,-0.22,145500000.0,91200000.0,-1.594,-0.18,negative,2.369,62.0,,5000.0,1.2819999999999998,0.902,3.358,27.68,1.837,5.99,2.5789999999999997,3.3680000000000003,3.928,70130000
EFX,Equifax Inc,33185,TRADE & SERVICES,"SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES",December,2022-03-31,25391948000.0,1627800000.0,33.29,1.771,29.36,1.56,0.0078,YES,6.02,Earn,40.39,0.151,positive,0.231,positive,0.0689,positive,0.22,4923900000.0,2943000000.0,6.02,0.607,positive,0.121,245.0,33.29,23.98,5.16,6.5,6.01,18.56,1.5,299.56,199.63,223.68,255.08,122335000
EGAN,eGain Corporation,1066194,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,June,2021-12-31,321236000.0,3609000.0,110.87,2.052,1.672,0.0,0.0,NO,0.092,Earn,2.707,0.0359,positive,0.0373,positive,0.0193,positive,0.0649,84534000.0,59020000.0,0.092,-0.706,negative,0.201,19.0,110.87,55.25,3.8,6.29,3.16,54.15,0.35100000000000003,13.7,8.5,11.56,10.97,31493700
EGHT,8x8 Inc,1023731,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,March,2021-12-31,1108761000.0,-91079000.0,,0.532,1.043,0.0,0.0,NO,-1.5759999999999998,LOSS,5.42,-0.29100000000000004,negative,-0.24600000000000002,negative,-0.128,negative,-1.229,601477000.0,302194000.0,-1.5759999999999998,0.0,0,0.14800000000000002,21.46,,28.49,1.8430000000000002,10.35,2.487,,1.087,33.65,9.29,11.89,18.95,118331000
ELTK,Eltek Ltd,1024672,MANUFACTURING,PRINTED CIRCUIT BOARDS,December,2021-12-31,23983700.0,3730000.0,4.7669999999999995,0.0,3.608,0.0,0.0,NO,0.86,Earn,5.79,0.149,positive,0.0576,positive,0.0313,positive,0.27699999999999997,33823000.0,6897000.0,0.86,3.3489999999999998,positive,0.002,,4.7669999999999995,,0.7090000000000001,1.133,0.838,8.55,-2.349,8.8,3.52,3.9589999999999996,4.965,5849700
EMBK,Embark Technology Inc. Common Stock,1827980,TECHNOLOGY,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,December,2021-12-31,2393532000.0,,,,0.522,0.0,0.0,NO,-0.67,LOSS,0.0,0.0,0,0.0,0,-0.35600000000000004,negative,-0.813,0.0,0.0,-0.67,0.0,0,0.0,8.0,,,,10.11,,,,10.49,3.01,5.12,6.07,362873000
EMKR,EMCORE Corporation,808326,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,September,2021-12-31,125998000.0,25126000.0,4.993,1.08,3.782,0.0,0.0,NO,0.677,Earn,4.6610000000000005,0.152,positive,0.126,positive,0.0823,positive,0.233,167254000.0,61488000.0,0.677,-0.25,negative,0.264,7.63,4.993,8.29,0.753,0.904,0.43700000000000006,3.1319999999999997,1.381,10.87,3.32,3.7260000000000004,6.38,37277600
ENFN,Enfusion Inc.,1868912,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021-12-31,804707000.0,6863000.0,,,0.843,0.0,0.0,NO,-3.3939999999999997,LOSS,1.3430000000000002,-2.5269999999999997,negative,-2.47,negative,-2.375,negative,-19.2,111700000.0,79855000.0,-3.3939999999999997,0.0,0,0.46799999999999997,19.83,,2500.0,7.2,14.93,7.59,131.93,,23.21,10.29,13.83,16.72,65583000
ENTG,Entegris Inc,1101302,MANUFACTURING,"PLASTICS PRODUCTS, NEC",December,2022-03-31,14705260000.0,690135000.0,36.07,1.58,12.65,0.34,0.0037,YES,3.0,Earn,16.98,0.17800000000000002,positive,0.24,positive,0.113,positive,0.265,2298893000.0,1059664000.0,3.0,0.381,positive,0.22699999999999998,153.75,36.07,27.03,6.4,8.93,6.92,24.15,1.107,157.87,100.95,123.91,128.76,135883000
ENV,Envestnet Inc,1337619,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",December,2021-12-31,4342847000.0,147128000.0,327.92,2.358,17.47,0.0,0.0,NO,0.24,Earn,21.78,0.0112,positive,0.0489,positive,0.0165,positive,0.0131,1186517000.0,329965000.0,0.24,6.0,positive,0.212,90.56,327.92,34.48,3.66,4.665,4.215,33.78,1.192,85.99,64.7,75.58,77.43,55182000
EOSE,Eos Energy Enterprises Inc,1805077,MANUFACTURING,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",December,2021-12-31,116028000.0,,,,0.603,0.0,0.0,NO,-2.36,LOSS,0.087,0.0,0,-22.7,negative,-0.424,negative,-1.621,4598000.0,-41896000.0,-2.36,0.0,0,15.87,13.8,,,25.23,3.992,30.06,,,21.8,2.14,3.38,8.92,53966000
EOSEW,Eos Energy Enterprises Inc,1805077,MANUFACTURING,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",December,2021-12-31,940193000.0,,,,,,,,,,0.005,0.0,0,-87.89,negative,0.0,0,-177.22,320000.0,0.0,0.0,0.0,0,0.0,,,,,,,,,9.71,0.516,0.987,3.255,0
EPAM,EPAM Systems Inc,1352010,TECHNOLOGY,SERVICES-COMPUTER PROGRAMMING SERVICES,December,2021-12-31,15245855000.0,628203000.0,32.74,1.33,43.75,0.0,0.0,NO,8.15,Earn,66.5,0.128,positive,0.145,positive,0.109,positive,0.215,3758144000.0,1274447000.0,8.15,0.644,positive,0.531,423.0,32.74,46.3,4.0569999999999995,6.33,3.867,21.14,1.811,725.4,168.59,290.51,520.8,57139000
EPAY,Bottomline Technologies (de) Inc,1073349,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,June,2021-12-31,2554723000.0,32654000.0,,1.56,9.64,0.0,0.0,NO,-0.782,LOSS,11.52,-0.0678,negative,-0.0235,negative,-0.0094,negative,-0.0796,495406000.0,274951000.0,-0.782,-0.5710000000000001,negative,0.11,55.75,,42.55,5.16,6.21,5.3,77.89,1.358,56.92,36.05,56.68,48.98,44977600
ERIC,Telefonaktiebolaget LM Ericsson (publ),717826,MANUFACTURING,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,December,2022-03-31,28811891000.0,,,4.398,3.2510000000000003,0.0,0.028999999999999998,NO,-0.722,LOSS,0.0,0.0977,positive,0.0,0,0.0708,positive,0.239,0.0,101000000000.0,-0.722,0.337,positive,0.025,13.4,,10.82,1.1320000000000001,2.4090000000000003,0.10300000000000001,0.642,0.10099999999999999,13.66,7.46,9.27,10.85,3334000000
ERII,Energy Recovery Inc,1421517,TECHNOLOGY,"SPECIAL INDUSTRY MACHINERY, NEC",December,2021-12-31,1066507000.0,19770000.0,78.42,1.09,3.1460000000000004,0.0,0.0,NO,0.24,Earn,1.8230000000000002,0.13699999999999998,positive,0.133,positive,0.0414,positive,0.0814,103904000.0,71234000.0,0.24,0.485,positive,0.271,27.5,78.42,,10.26,6.16,9.73,51.15,1.272,24.99,16.4,19.71,20.19,56669000
ESMT,EngageSmart LLC,1863105,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021-12-31,3371300000.0,18017000.0,,,4.677,0.0,0.0,NO,-0.06,LOSS,1.4269999999999998,-0.0415,negative,-0.0008,negative,-0.0002,negative,-0.0151,216280000.0,161158000.0,-0.06,0.0,0,0.369,31.5,,,15.59,4.301,15.43,198.24,,38.83,16.77,20.66,24.26,162394000
ESSC,East Stone Acquisition Corporation,1760683,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",June,2022-03-31,75700000.0,,,,0.282,0.0,0.0,NO,-0.091,LOSS,0.0,0.0,0,0.0,0,-0.0069,negative,-0.0692,0.0,-275927.0,-0.091,9849.5,positive,0.0,,,,,3.281,,,0.287,19.35,9.95,10.44,10.71,7168600
ESTC,Elastic N.V,1707753,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,April,2022-01-31,7344794000.0,-116762000.0,,,4.628,0.0,0.0,NO,-1.982,LOSS,8.74,-0.22699999999999998,negative,-0.182,negative,-0.0743,negative,-0.409,800629000.0,448770000.0,-1.982,0.0,0,0.425,128.81,,,9.17,17.19,8.94,,1.188,189.84,66.39,85.17,127.24,93469000
ETWO,E2open Parent Holdings Inc,1800347,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,December,2021-12-31,2199950000.0,56790000.0,10.96,,10.35,0.0,0.0,NO,0.6659999999999999,Earn,1.371,0.505,positive,-1.794,negative,-0.0031,negative,-0.0261,256380000.0,111936000.0,0.6659999999999999,0.0,0,-0.046,13.5,10.96,,8.58,0.743,,,0.341,14.58,7.17,8.62,10.44,301363000
EVBG,Everbridge Inc,1437352,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021-12-31,1826819000.0,-33284000.0,,-2.6,11.75,0.0,0.0,NO,-2.5,LOSS,9.71,-0.257,negative,-0.222,negative,-0.0418,negative,-0.265,368433000.0,254217000.0,-2.5,0.0,0,0.36,43.8,,175.44,4.958,3.905,5.39,,0.8590000000000001,167.4,27.81,43.42,99.88,39498800
EVCM,EverCommerce Inc. Common Stock,1853145,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021-12-31,2562493000.0,73807000.0,,1.2,5.04,0.0,0.0,NO,-0.8240000000000001,LOSS,4.1610000000000005,-0.16699999999999998,negative,-0.0488,negative,-0.01,negative,-0.109,490139000.0,327909000.0,-0.8240000000000001,0.0,0,0.474,18.36,,35.97,5.23,2.57,6.09,65.57,,23.41,10.38,12.73,15.95,195461000
EVER,EverQuote Inc,1640428,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",December,2021-12-31,434187000.0,-16728000.0,,0.0,2.842,0.0,0.0,NO,-0.6679999999999999,LOSS,14.39,-0.0464,negative,-0.0498,negative,-0.0956,negative,-0.249,418515000.0,394566000.0,-0.6679999999999999,0.0,0,0.049,22.03,,34.6,1.037,5.37,1.028,,1.125,35.8,11.72,14.86,17.39,24610200
EVOP,EVO Payments Inc,1704596,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",December,2021-12-31,2050354000.0,154763000.0,,,-12.96,0.0,0.0,NO,-0.03,LOSS,10.55,0.0174,positive,0.14400000000000002,positive,0.0254,positive,0.0498,496645000.0,420880000.0,-0.03,0.0,0,0.142,29.5,,21.19,4.128,,3.128,10.62,1.5830000000000002,30.46,20.07,23.24,24.1,47817000
EVTC,EVERTEC Inc,1559865,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,December,2021-12-31,2748812000.0,245584000.0,17.33,2.14,6.48,0.2,0.0051,YES,2.21,Earn,8.19,0.273,positive,0.33299999999999996,positive,0.111,positive,0.397,589796000.0,339632000.0,2.21,0.275,positive,0.157,44.17,17.33,,4.6610000000000005,5.91,5.04,10.42,0.99,51.0,37.39,40.54,44.4,71789000
EXFY,Expensify Inc. Class A Common Stock,1476840,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021-12-31,1224579000.0,18422000.0,126.13,,,0.0,0.0,NO,0.11900000000000001,Earn,4.1930000000000005,0.0786,positive,0.114,positive,0.0,0,0.0,128208000.0,24571000.0,0.11900000000000001,27.55,positive,0.726,23.67,126.13,,9.55,17.14,9.0,83.38,,51.06,14.35,19.01,28.32,68027000
EXLS,ExlService Holdings Inc,1297989,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",December,2021-12-31,4750711000.0,200679000.0,42.71,2.035,20.82,0.0,0.0,NO,3.35,Earn,33.45,0.102,positive,0.139,positive,0.077,positive,0.163,1122293000.0,431359000.0,3.35,-0.11900000000000001,negative,0.187,143.83,42.71,26.45,4.2330000000000005,6.95,4.32,21.07,0.995,154.98,91.59,134.27,127.72,33205500
EXTN,Exterran Corporation,1635881,TRADE & SERVICES,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",December,2021-12-31,217560000.0,143956000.0,,0.0,5.51,0.0,0.0,NO,-3.4139999999999997,LOSS,19.07,-0.179,negative,-0.0494,negative,-0.0157,negative,-0.46299999999999997,630245000.0,276466000.0,-3.4139999999999997,0.0,0,0.23,8.5,,,0.345,1.232,1.227,5.69,0.21100000000000002,7.7,2.67,6.4,4.698,33317000
FATH,Fathom Digital Manufacturing Corporation,1836176,MANUFACTURING,FABRICATED STRUCTURAL METAL PRODUCTS,December,2022-03-31,365657000.0,24398000.0,9.02,,8.25,0.0,0.0,NO,0.7979999999999999,Earn,17.32,0.11800000000000001,positive,0.0511,positive,0.0055,positive,0.0252,152196000.0,59808000.0,0.7979999999999999,0.0,0,1.327,10.75,9.02,,2.4019999999999997,0.777,3.09,47.99,,11.5,5.04,7.64,9.01,50786000
FB,Meta Platforms Inc.,1326801,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",December,2022-03-31,475000000000.0,54720000000.0,12.71,1.037,44.3,0.0,0.0,NO,13.77,Earn,41.89,0.33399999999999996,positive,0.397,positive,0.18,positive,0.311,118000000000.0,95280000000.0,13.77,-0.052000000000000005,negative,0.19899999999999998,314.61,12.71,14.66,4.027,4.002,3.949,8.51,1.3940000000000001,384.33,169.0,208.13,303.69,2301670000
FDS,FactSet Research Systems Inc,1013237,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",August,2022-02-28,15784692000.0,563215000.0,38.31,2.91,32.1,3.28,0.0079,YES,10.87,Earn,44.2,0.252,positive,0.298,positive,0.13699999999999998,positive,0.382,1667296000.0,805045000.0,10.87,0.136,positive,0.1,462.41,38.31,33.22,9.47,13.31,9.73,27.44,0.813,494.36,314.85,421.8,415.88,37896600
FFIV,F5 Networks Inc,1048695,TECHNOLOGY,COMPUTER COMMUNICATIONS EQUIPMENT,September,2021-12-31,10265362000.0,565861000.0,31.07,1.128,39.62,0.0,0.0,NO,5.44,Earn,44.03,0.127,positive,0.168,positive,0.0561,positive,0.14,2665899000.0,2116627000.0,5.44,0.071,positive,0.1,239.27,31.07,18.18,3.8510000000000004,5.06,4.507,23.27,1.1059999999999999,249.0,167.17,202.51,210.91,60738000
FICO,Fair Isaac Corporation,814547,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",September,2022-03-31,9862209000.0,464469000.0,27.56,2.71,11.09,0.0,0.0,NO,13.62,Earn,46.97,0.294,positive,0.33299999999999996,positive,0.18100000000000002,positive,0.35600000000000004,1326483000.0,984074000.0,13.62,0.066,positive,0.032,558.29,27.56,24.27,7.43,82.33,8.73,20.8,1.173,553.97,342.89,454.53,441.86,26279600
FISV,Fiserv Inc,798354,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,December,2021-12-31,65479852000.0,5499000000.0,50.72,1.023,47.62,0.0,0.0,NO,1.99,Earn,24.49,0.0822,positive,0.142,positive,0.0191,positive,0.043,16226000000.0,8098000000.0,1.99,0.136,positive,0.111,128.28,50.72,15.13,4.035,2.041,5.15,15.04,0.8140000000000001,121.79,89.91,98.52,104.95,648765000
FIVN,Five9 Inc,1288847,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,December,2021-12-31,7014304000.0,9885000.0,,13.61,3.083,0.0,0.0,NO,-0.785,LOSS,9.03,-0.0869,negative,-0.0701,negative,-0.0237,negative,-0.21600000000000003,609591000.0,338492000.0,-0.785,-0.789,negative,0.35700000000000004,156.35,,90.09,11.51,33.86,12.31,5573.91,0.501,211.68,80.52,107.01,144.22,69510000
FLEX,Flex Ltd,866374,MANUFACTURING,PRINTED CIRCUIT BOARDS,March,2021-12-31,7522834000.0,1539800000.0,7.92,0.97,7.83,0.0,0.0,NO,2.0469999999999997,Earn,52.51,0.0396,positive,0.0444,positive,0.0417,positive,0.287,25456001000.0,1775000000.0,2.0469999999999997,0.171,positive,-0.015,23.71,7.92,8.61,0.295,2.099,0.396,6.33,1.5290000000000001,19.5,14.88,16.85,17.55,464086000
FLT,FLEETCOR Technologies Inc,1175454,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",December,2021-12-31,19604056000.0,1477127000.0,25.2,1.181,36.34,0.0,0.0,NO,9.99,Earn,34.53,0.29600000000000004,positive,0.439,positive,0.0632,positive,0.27,2833736000.0,2273917000.0,9.99,0.122,positive,0.3,296.2,25.2,16.34,6.92,6.85,8.51,16.0,1.311,295.09,200.78,242.83,245.36,77887000
