Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,DividendDate,ExDividendDate
SURG,Common Stock,SurgePays Inc. Common Stock,"SurgePays, Inc., provides telecommunications services in the United States. The company is headquartered in Bartlett, Tennessee.",1392694,NASDAQ,USD,USA,TRADE & SERVICES,SERVICES-ADVERTISING,"3124 BROTHER BLVD, SUITE 104, BARTLETT, TN, US",December,2021-12-31,41898700,-5287641,None,0,0.294,0,0,-3.088,11.65,-0.265,-0.117,-0.279,0,51061000,6170000,-3.088,0,0.252,7.5,-,3.471,0.821,12.01,0.863,-,1.604,11.5,1.76,3.559,4.064,12048800,None,None
SURGW,Common Stock,SurgePays Inc. Warrant,None,1392694,NASDAQ,USD,USA,TRADE & SERVICES,SERVICES-ADVERTISING,"3124 BROTHER BLVD, SUITE 104, BARTLETT, TN, US",December,2021-12-31,None,None,None,None,None,None,None,-3.391,17.35,-0.196,-0.118,-0.438,0,48207400,0,-3.391,0,0.136,None,-,-,-,-,-,-,1.886,1.35,0.471,0,0,0,None,None
SWCH,Common Stock,Switch Inc,"Switch, Inc., through its subsidiary, Switch, Ltd., provides colocation space and related services in the United States. The company is headquartered in Las Vegas, Nevada.",1710583,NYSE,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","7135 SOUTH DECATUR BOULEVARD, LAS VEGAS, NV, US",December,2021-12-31,7390544000,281282000,764.75,None,2.27,0.205,0.007,0.04,4.415,0.0091,0.177,0.026,0.024,592045000,251208000,0.04,-0.351,0.263,31.85,764.75,96.15,12.48,13.41,10.27,25.15,0.735,31.91,17.47,28.8,26.12,241600000,2022-03-22,2022-03-10
SWI,Common Stock,SolarWinds Corporation,"SolarWinds Corporation offers information technology (IT) infrastructure management software products in the United States and internationally. The company is headquartered in Austin, Texas.",1739942,NYSE,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"7171 SOUTHWEST PKWY., BLDG. 400, AUSTIN, TX, US",December,2021-12-31,1911245000,94206000,None,0,14.37,0,0,-0.327,4.547,-0.0715,0.0385,0.0033,-0.0243,718632000,653789000,-0.327,9.45,0.006,17,-,11.63,2.66,0.865,4.489,16.32,0.833,21.31,10.76,12.8,15.63,160474000,2021-08-24,2021-08-06
SWIR,Common Stock,Sierra Wireless Inc,"Sierra Wireless, Inc. provides device-to-cloud Internet of Things (IoT) solutions in the Americas, Europe, the Middle East, Africa, and Asia Pacific. The company is headquartered in Richmond, Canada.",1111863,NASDAQ,USD,USA,MANUFACTURING,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,"13811 WIRELESS WAY, RICHMOND, BC, CA",December,2021-12-31,603459000,15657000,None,1.7,7.37,0,0,-2.398,12.75,-0.188,-0.13,-0.0669,-0.28,473209000,155999000,-2.398,0,0.244,20.25,-,71.43,1.275,2.266,1.235,-,1.873,20.94,13.1,17.37,16.81,38206400,None,None
SWKS,Common Stock,Skyworks Solutions Inc,"Skyworks Solutions, Inc. is an American semiconductor company headquartered in Irvine, California, United States. Skyworks manufactures semiconductors for use in Radio Frequency (RF) and mobile communications systems.",4127,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"5260 CALIFORNIA AVENUE, IRVINE, CA, UNITED STATES",September,2021-12-31,18170194000,2003200000,13.47,0.815,32.43,2.12,0.02,8.32,30.94,0.272,0.301,0.137,0.285,5109500000,2512400000,8.32,-0.213,0,174.85,13.47,9.96,3.556,3.489,3.91,9.89,1.096,195.52,111.2,129.82,156.53,161671000,2022-03-15,2022-02-18
SY,Common Stock,So-Young International Inc,So-Young International Inc. operates an online platform for consumer health and medical aesthetic services that focuses on discretionary medical treatments. ,1758530,NASDAQ,USD,China,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,"3/F, WANGJING SOHO-TOWER 3A, CHAOYANG DISTRICT, BEIJING, CHINA",December,2021-12-31,149696000,47396000,None,None,23.2,0,0,-0.012,15.94,-0.005,0.0197,0.0063,-0.0147,1692463000,1364574000,-0.012,6.99,0.059,4.05,-,16.05,0.0884,0.405,0.0666,2.378,0.469,11,1.32,1.953,3.878,105420000,None,None
SYNA,Common Stock,Synaptics Incorporated,"Synaptics Incorporated develops, markets and sells intuitive human interface solutions for electronic devices and products globally. The company is headquartered in San Jose, California.",817720,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROGRAMMING SERVICES,"3120 SCOTT BLVD., SANTA CLARA, CA, US",June,2021-12-31,5755836000,384900000,41.31,0.706,26.92,0,0,3.525,39.31,0.0985,0.176,0.0729,0.146,1446800000,637200000,3.525,0.257,0.176,261.82,41.31,10.42,3.978,5.56,4.406,18.44,1.219,299.39,114.05,198.81,207.48,39523700,None,None
TACT,Common Stock,TransAct Technologies Incorporated,"TransAct Technologies Incorporated designs, develops and markets specialized and transaction-based printers and terminals in the United States and internationally. The company is headquartered in Hamden, Connecticut.",1017303,NASDAQ,USD,USA,TECHNOLOGY,"COMPUTER PERIPHERAL EQUIPMENT, NEC","ONE HAMDEN CENTER, 2319 WHITNEY AVENUE, SUITE 3B, HAMDEN, CT, US",December,2021-12-31,62929000,3446000,None,0.91,3.949,0,0,-0.45,4.236,-0.105,-0.241,-0.128,-0.12,39386000,15249000,-0.45,-0.848,0.433,13,-,-,1.598,1.7,1.254,17.61,1.938,17.18,6.22,7.83,11.34,9910000,2019-12-16,2019-11-19
TAIT,Common Stock,Taitron Components Incorporated,"Taitron Components Incorporated is engaged in the supply of Originally Designed and Manufactured (ODM) electronic components and the distribution of branded electronic components. The company is headquartered in Valencia, California.",942126,NASDAQ,USD,USA,TRADE & SERVICES,"WHOLESALE-ELECTRONIC PARTS & EQUIPMENT, NEC","28040 WEST HARRISON PARKWAY, VALENCIA, CA, US",December,2021-12-31,21154200,2080000,9.21,0,2.421,0.16,0.0511,0.391,1.423,0.278,0.229,0.0796,0.17,8304000,3281000,0.391,0.441,0.248,None,9.21,-,2.547,1.462,1.639,6.24,1.338,6.4,3.221,3.706,4.034,5113600,2022-02-28,2022-02-10
TAOP,Common Stock,Taoping Inc,"Taoping Inc. provides cloud-based platforms, resource sharing, and big data solutions for Chinese new media industries, educational residential community management, and elevator Internet of Things (IoT) in the People's Republic of China. The company is headquartered in Shenzhen, the People's Republic of China.",1552670,NASDAQ,USD,China,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"21ST FLOOR, EVERBRIGHT BANK BUILDING, ZHUZILIN, FUTIAN DISTRICT, SHENZHEN, GUANGDONG, CHINA",December,2021-06-30,20478000,-410143,None,None,0.926,0,0,-2.621,1.492,-1.754,-1.734,-0.35,-1.744,13751000,3843700,-2.621,0,0.719,9,-,-,1.489,1.62,1.983,17.54,0.766,8.23,1.14,1.552,2.441,15513600,2020-07-30,None
TASK,Common Stock,TaskUs Inc. Class A Common Stock,"TaskUs, Inc. provides outsourcing services to Internet companies worldwide. The company is headquartered in New Braunfels, Texas.",1829864,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,"1650 INDEPENDENCE DRIVE, NEW BRAUNFELS, TX, US",December,2021-12-31,3199570000,140452000,None,None,3.89,0,0,-0.62,8.02,-0.0772,0.122,0.0794,-0.164,760703000,335072000,-0.62,0.177,0.634,52.71,-,20.88,4.206,7.77,4.104,35.84,None,85.49,23,34.27,45.41,27723800,None,None
TBI,Common Stock,TrueBlue Inc,"TrueBlue, Inc., provides specialized workforce solutions in the United States, Canada, and Puerto Rico. The company is headquartered in Tacoma, Washington.",768899,NYSE,USD,USA,TRADE & SERVICES,SERVICES-HELP SUPPLY SERVICES,"1015 A STREET, TACOMA, WA, US",December,2022-03-31,823472000,95998000,14.22,1.4,14.14,0,0,1.74,62.46,0.0284,0.0315,0.0425,0.133,2173622000,560320000,1.74,1.539,0.199,37.33,14.22,11.67,0.379,1.787,0.417,9.26,1.495,32.91,24.67,27.78,27.6,33271600,None,None
TCX,Common Stock,Tucows Inc,"Tucows Inc. provides network access, domain name registration, email, mobile phone, and other Internet services in Canada, the United States, and Europe. The company is headquartered in Toronto, Canada.",909494,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,"96 MOWAT AVENUE, TORONTO, ON, CA",December,2021-12-31,641506000,20166000,192.39,1.15,10.71,0,0,0.31,28.54,0.0111,-0.0244,-0.0094,0.0306,304337000,96529000,0.31,0.902,0.165,184.43,192.39,41.84,2.108,6.02,2.923,22.31,0.68,92.93,58.78,67.68,77.07,10756300,None,None
TDC,Common Stock,Teradata Corporation,"Teradata Corporation is a provider of hybrid cloud analytics software. The company is headquartered in San Diego, California.",816761,NYSE,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"17095 VIA DEL CAMPO, SAN DIEGO, CA, US",December,2021-12-31,4395086000,383000000,32.32,3.353,4.291,0,0,1.3,17.65,0.0767,0.125,0.0688,0.342,1917000000,1197000000,1.3,5.33,-0.033,54.32,32.32,23.26,2.293,9.95,2.377,12.41,1.025,59.38,37.35,47.37,48.69,104620000,None,None
TEAM,Common Stock,Atlassian Corporation Plc,"Atlassian Corporation Plc designs, develops, licenses and maintains various software products worldwide. The company is headquartered in Sydney, Australia.",1650372,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"1098 HARRISON STREET, SAN FRANCISCO, CA, US",June,2021-12-31,64276701000,73480000,None,5.62,0.488,0,0,-2.109,9.66,-0.218,0.0174,0.0084,-3.626,2430817000,1754821000,-2.109,1.722,0.373,400.7,-,153.85,26.44,502.95,25.72,-,0.931,483.13,207.83,281.26,341.96,141154000,None,None
TEL,Common Stock,TE Connectivity Ltd,"TE Connectivity is an American Swiss-domiciled technology company that designs and manufactures connectors and sensors for several industries, such as automotive, industrial equipment, data communication systems, aerospace, defense, medical, oil and gas, consumer electronics and energy.",1385157,NYSE,USD,USA,TRADE & SERVICES,"WHOLESALE-ELECTRONIC PARTS & EQUIPMENT, NEC","RHEINSTRASSE 20, CH-8200 SCHAFFHAUSEN, CH",September,2022-03-31,40755479000,3572000000,17.01,1.851,33.78,1.98,0.0186,7.36,46.26,0.161,0.183,0.0837,0.232,15219000000,4887000000,7.36,0.496,0.084,156.71,17.01,17.79,2.678,3.63,2.827,12.46,1.323,165.81,120.22,131.47,145.76,325575000,2023-03-03,2022-05-19
TENB,Common Stock,Tenable Holdings Inc,"Tenable Holdings, Inc. offers cyber exposure solutions in the Americas, Europe, the Middle East, Africa, Asia Pacific, and Japan. The company is headquartered in Columbia, Maryland.",1660280,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"7021 COLUMBIA GATEWAY DRIVE, SUITE 500, COLUMBIA, MD, US",December,2022-03-31,6254375000,-79919000,None,None,1.977,0,0,-0.44,5.09,-0.0863,-0.0644,-0.0225,-0.255,541130000,434734000,-0.44,0,0.262,69.06,-,312.5,11.56,29.2,11.45,-,1.601,63.61,35.53,55.23,50.22,110287000,None,None
TGAN,Common Stock,Transphorm Inc,"Transphorm, Inc. develops, manufactures, and sells gallium nitride (GaN) semiconductor components used in power conversion in mainland China, Hong Kong, Taiwan, the United States, Japan, South Korea, and Europe. The company is headquartered in Goleta, California.",1715768,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"75 CASTILIAN DRIVE, GOLETA, CA, UNITED STATES",December,2021-12-31,373387000,None,None,None,0.683,0,0,-0.383,0.399,-0.961,-0.842,-0.515,0,18552000,2548000,-0.383,0,1.287,10.33,-,-,20.13,11.4,33.84,-,None,9.14,3.26,7.08,6.01,53341000,None,None
TGH,Common Stock,Textainer Group Holdings Limited,"Textainer Group Holdings Limited purchases, owns, manages, leases and owns a fleet of intermodal containers worldwide. The company is headquartered in Hamilton, Bermuda.",1413159,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC","CENTURY HOUSE, 16 PAR-LA-VILLE ROAD, HAMILTON, BM",December,2021-12-31,1635869000,712607000,6.19,11.4,30.33,0.5,0.0149,5.41,17.2,0.333,0.502,0.0409,0.185,853364000,758335000,5.41,0.69,0.259,53.5,6.19,9.83,1.917,1.117,8.31,10.16,1.219,41.6,23.95,36.66,35.66,48831900,2022-03-15,2022-03-03
TLS,Common Stock,Telos Corporation,"Telos Corporation provides global information technology (IT) solutions and services. The company is headquartered in Ashburn, Virginia.",320121,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,"19886 ASHBURN ROAD, ASHBURN, VA, US",December,2021-12-31,527330000,3950000,None,None,2.7,0,0,-0.65,3.653,-0.178,-0.171,-0.121,-0.281,242433000,86029000,-0.65,0,0.427,42.71,-,-,2.175,2.925,1.764,372.47,None,36.92,7.58,9.87,19.48,67868000,None,None
TNET,Common Stock,TriNet Group Inc,"TriNet Group, Inc. provides Human Resources (HR) solutions for small and medium-sized businesses in the United States. The company is headquartered in Dublin, California.",937098,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","ONE PARK PLACE., SUITE 600, DUBLIN, CA, US",December,2022-03-31,5768250000,511000000,18.27,1.18,13.36,0,0,5.07,68.79,0.0745,0.102,0.0909,0.454,4540000000,937000000,5.07,2.71,0.159,101,18.27,18.48,1.27,6.59,1.235,10.1,1.287,109.4,69.43,91.75,92.46,62259000,None,None
TOST,Common Stock,Toast Inc.,"Toast, Inc. operates a cloud-based technology platform for the restaurant industry in the United States and Ireland. The company is headquartered in Boston, Massachusetts.",1650164,NYSE,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,"401 PARK DRIVE, SUITE 801, BOSTON, MA, US",December,2021-12-31,9819498000,None,None,None,2.152,0,0,-1.682,5.89,-0.286,-0.13,-0.111,-0.663,1705000000,318000000,-1.682,0,1.124,31.25,-,-,5.76,8.81,4.952,-,None,69.93,15.82,19.87,33.79,266860000,None,None
TPIC,Common Stock,TPI Composites Inc,"TPI Composites, Inc. manufactures and sells composite wind blades and related precision molding and assembly systems to Original Equipment Manufacturers (OEMs). The company is headquartered in Scottsdale, Arizona.",1455684,NASDAQ,USD,USA,TECHNOLOGY,ENGINES & TURBINES,"8501 N SCOTTSDALE ROAD, GAINEY CENTER II, SUITE 100, SCOTTSDALE, AZ, US",December,2021-12-31,435455000,58334000,None,0.765,3.28,0,0,-4.43,46.31,-0.0921,-0.0351,-0.0387,-0.556,1732583000,19252000,-4.43,0,-0.163,17,-,18.48,0.251,3.729,0.263,21.81,1.55,55.25,9.23,13.19,23.69,37799900,None,None
TRKA,Common Stock,Troika Media Group Inc.,"Troika Media Group, Inc., a consumer engagement and consulting company, offers integrated branding, marketing, research and data science solutions globally. The company is headquartered in Los Angeles, California.",1021096,NASDAQ,USD,USA,TECHNOLOGY,CABLE & OTHER PAY TELEVISION SERVICES,"CONTINENTAL PLAZA - 6TH FLOOR, 433 HACKENSACK AVENUE, HACKENSACK, NJ, US",June,2021-12-31,26713100,None,None,None,0.335,0,0,-0.405,0.526,-0.771,-0.888,-0.367,-1.847,22952000,8688000,-0.405,0,0.571,4.5,-,-,1.164,2.1,1.472,-,None,3.61,0.47,0.975,1.413,49459600,None,None
TRKAW,Common Stock,Troika Media Group Inc,"Troika Media Group, Inc., a consumer engagement and consulting company, offers integrated branding, marketing, research and data science solutions globally. The company is headquartered in Los Angeles, California.",1021096,NASDAQ,USD,USA,TECHNOLOGY,CABLE & OTHER PAY TELEVISION SERVICES,"CONTINENTAL PLAZA - 6TH FLOOR, 433 HACKENSACK AVENUE, HACKENSACK, NJ, US",December,2021-12-31,104493000,None,None,None,None,None,None,None,0.999,-0.724,-0.927,0,0,16057000,0,0,0,-0.541,None,-,-,-,-,-,-,3.672,0.95,0.101,0,0,0,None,None
TRNS,Common Stock,Transcat Inc,"Transcat, Inc. provides laboratory instrument and calibration services in the United States, Canada, and internationally. The company is headquartered in Rochester, New York.",99302,NASDAQ,USD,USA,LIFE SCIENCES,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS,"35 VANTAGE POINT DRIVE, ROCHESTER, NY, US",March,2021-12-31,540479000,24023000,47.31,0,11.02,0,0,1.519,26.46,0.0583,0.0765,0.0647,0.148,197841000,46118000,1.519,-0.087,0.155,96.2,47.31,43.67,2.732,6.92,3.129,26.89,0.783,101.05,46.17,77.05,77.18,7521300,None,None
TRS,Common Stock,TriMas Corporation,"TriMas Corporation manufactures and supplies products for the consumer, aerospace and industrial end markets globally. The company is headquartered in Bloomfield Hills, Michigan.",842633,NASDAQ,USD,USA,MANUFACTURING,METAL FORGINGS & STAMPINGS,"38505 WOODWARD AVENUE, SUITE 200, BLOOMFIELD HILLS, MI, US",December,2021-12-31,1302988000,154090000,23.11,1.63,14.73,0.04,0.0053,1.32,19.93,0.0669,0.117,0.0504,0.0943,857110000,217190000,1.32,-0.471,0.111,47,23.11,-,1.52,2.128,1.935,12.1,0.724,38.67,27.79,31.93,32.9,42706900,2022-05-12,2022-05-04
TRT,Common Stock,Trio-Tech International,"Trio-Tech International provides manufacturing, testing and distribution services to the semiconductor industry. The company is headquartered in Van Nuys, California.",732026,NYSE MKT,USD,USA,TECHNOLOGY,"SPECIAL INDUSTRY MACHINERY, NEC","16139 WYANDOTTE ST., VAN NUYS, CA, US",June,2021-12-31,20180300,4678000,20.77,0,6.96,0,0,0.246,9.94,0.0248,0.0499,0.0297,0.0272,38513000,7670000,0.246,2.672,0.332,None,20.77,-,0.524,0.789,0.378,3.235,1.365,13.73,3.86,6.64,6.42,3949200,None,2008-02-21
TRTN,Common Stock,Triton International Limited,"Triton International Limited is engaged in the acquisition, leasing, re-leasing and sale of various types of containers and intermodal chassis to shipping lines, freight forwarding companies and manufacturers. The company is headquartered in Hamilton, Bermuda.",1660734,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC","CANON'S COURT, 22 VICTORIA STREET, HAMILTON, BM",December,2021-12-31,3963775000,1578989000,8.43,2.59,35.45,2.36,0.04,7.22,25.1,0.317,0.558,0.0523,0.188,1675039000,1648179000,7.22,0.563,0.244,75.75,8.43,7.16,2.366,1.718,7.4,9.85,1.397,72.34,45.3,65.43,58.95,65108000,2022-03-25,2022-03-10
TRU,Common Stock,TransUnion,"TransUnion offers risk and information solutions. The company is headquartered in Chicago, Illinois.",1552033,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES","555 WEST ADAMS STREET, CHICAGO, IL, US",December,2022-03-31,17364099000,1034300000,12.56,1.697,20.38,0.38,0.0042,7.19,15.47,0.469,0.222,0.0412,0.112,2960200000,1968600000,7.19,0.113,0.138,115.13,12.56,22.57,5.87,4.431,7.43,22.19,1.366,125.12,83.38,96.52,109.75,192400000,2022-03-25,2022-03-09
TRVG,Common Stock,trivago N.V,"trivago NV, operates a search platform for hotels and accommodation in the United States, Germany, the United Kingdom, Brazil and internationally. The company is headquartered in Dsseldorf, Germany.",1683825,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,"KESSELSTRASSE 5 - 7, DUSSELDORF, DE",December,2021-12-31,774721000,13287000,67.5,2.28,1.934,0,0,0.032,1.011,0.0296,0.0278,0.0075,0.0158,361465000,349965000,0.032,-0.971,1.756,2.83,67.5,17.48,2.143,1.01,1.478,16.68,1.678,4.17,1.921,2.235,2.431,358667000,None,None
TSEM,Common Stock,Tower Semiconductor Ltd,"Tower Semiconductor Ltd., an independent semiconductor foundry, manufactures and markets mixed-signal intensive analog semiconductor devices in the United States, Japan, Asia and Europe. The company is headquartered in Migdal Haemek, Israel.",928876,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"RAMAT GAVRIEL INDUSTRIAL PARK, PO BOX 619, MIGDAL HAEMEK, IL",December,2021-12-31,5280959000,437221000,35.26,0.9,14.9,0,0,1.37,13.93,0.0995,0.11,0.0481,0.1,1508166000,329118000,1.37,0.63,0.194,47.5,35.26,22.99,3.502,3.245,3.015,10.46,1.182,49.09,24.81,47.86,36.64,108974000,None,1997-09-24
TSM,Common Stock,Taiwan Semiconductor Manufacturing Company Limited,"Taiwan Semiconductor Manufacturing Company, Limited is a Taiwanese multinational semiconductor contract manufacturing and design company. It is one of Taiwan's largest companies, the world's most valuable semiconductor company, and the world's largest dedicated independent (pure-play) semiconductor foundry, with its headquarters and main operations located in the Hsinchu Science Park in Hsinchu, Taiwan. It is majority owned by foreign investors.",1046179,NYSE,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"NO. 8, LI-HSIN ROAD 6, SCIENCE-BASED INDUSTRIAL PARK, HSINCHU, TW",December,2022-03-31,468070334000,1066818208000,23.03,1.051,418.1,11,0.0205,3.92,306.09,0.376,0.41,0.125,0.297,1587415089000,819537266000,3.92,0.166,0.212,144.43,23.03,17.54,0.295,6.74,0.301,0.439,1.03,144.45,90.22,104.96,115.38,5185800000,2022-07-14,2022-06-16
TSQ,Common Stock,Townsquare Media Inc,"Townsquare Media, Inc. is a radio, digital media, entertainment and digital marketing solutions company in small and medium markets. The company is headquartered in Purchase, New York.",1499832,NYSE,USD,USA,TECHNOLOGY,RADIO BROADCASTING STATIONS,"1 MANHATTANVILLE ROAD, SUITE 202, PURCHASE, NY, US",December,2021-12-31,189901000,101395000,14.09,0.689,2.745,0,0,0.79,24.82,0.04,0.197,0.0688,0.25,417957000,125937000,0.79,-0.509,0.019,22.33,14.09,5.67,0.454,4.29,1.76,8.52,1.711,15.33,9.78,12.06,12.59,12785200,2020-05-15,2020-04-01
TSRI,Common Stock,TSR Inc,"TSR, Inc. provides contract computer programming services in the New York, New England metropolitan area and the Mid-Atlantic region. The company is headquartered in Hauppauge, New York.",98338,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROGRAMMING SERVICES,"400 OSER AVE, HAUPPAUGE, NY, US",May,2022-02-28,18652400,1034900,2.759,0,6.32,0,0,3.15,43.31,0.0741,0.0096,0.0243,0.709,84968000,11320900,3.15,0,0.485,None,2.759,-,0.22,1.392,0.153,2.013,0.862,16.8,7.71,9.54,9.85,2146500,2017-07-14,2017-06-14
TTD,Common Stock,The Trade Desk Inc,"Trade Desk, Inc. is a technology company in the United States and internationally. The company is headquartered in Ventura, California.",1671933,NASDAQ,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","42 N. CHESTNUT STREET, VENTURA, CA, US",December,2021-12-31,28068000000,162336000,206.25,2.783,3.159,0,0,0.28,2.509,0.115,0.104,0.0246,0.108,1196467000,974913000,0.28,-0.944,0.237,95.17,206.25,66.67,23.46,18.92,23.58,168.92,2.127,114.09,46.71,69.17,78.01,441791000,None,None
TTEC,Common Stock,TTEC Holdings Inc,"TTEC Holdings, Inc., a customer experience services and technology company, focuses on designing, implementing and delivering a transformative customer experience for various brands. The company is headquartered in Englewood, Colorado.",1013880,NASDAQ,USD,USA,TRADE & SERVICES,SERVICES-HELP SUPPLY SERVICES,"9197 S PEORIA STREET, ENGLEWOOD, CO, US",December,2021-12-31,3490982000,330303000,24.99,2.45,11.11,0.9,0.0133,2.97,48.48,0.062,0.103,0.0831,0.286,2273062000,613815000,2.97,-0.36,0.072,102.86,24.99,16.34,1.536,6.97,1.927,13.82,0.894,112.13,68.42,79.65,89.61,47035600,2022-04-20,2022-03-30
TTMI,Common Stock,TTM Technologies Inc,"TTM Technologies, Inc., manufactures and sells printed circuit boards (PCBs) worldwide. The company is headquartered in Santa Ana, California.",1116942,NASDAQ,USD,USA,MANUFACTURING,PRINTED CIRCUIT BOARDS,"200 EAST SANDPOINTE, SUITE 400, SANTA ANA, CA, US",December,2021-12-31,1376070000,258569000,27.08,0.52,14.06,0,0,0.5,21.15,0.0242,0.0584,0.0277,0.0375,2248740000,372011000,0.5,-0.771,0.142,17.46,27.08,-,0.612,0.964,0.814,7.54,1.644,15.89,9.76,13.52,13.8,101630000,None,None
TTWO,Common Stock,Take-Two Interactive Software Inc,"Take-Two Interactive Software, Inc. is an American video game holding company based in New York City. The company owns two major publishing labels, Rockstar Games and 2K, which operate internal game development studios.",946581,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"110 WEST 44TH STREET, NEW YORK, NY, US",March,2021-12-31,14045344000,838026000,26.96,2.087,33.53,0,0,4.513,29.57,0.154,0.21,0.0728,0.154,3414227000,1876760000,4.513,-0.21,0.049,202.61,26.96,20.79,4.114,4.296,3.962,14.72,0.635,195.83,120.28,150.15,162.78,115457000,None,None
TUFN,Common Stock,Tufin Software Technologies Ltd,"Tufin Software Technologies Ltd., develops, markets and sells software-based solutions primarily in the United States, Israel, Europe, the Middle East and Africa, Germany, Asia Pacific, and internationally. The company is headquartered in Tel Aviv, Israel.",1757399,NYSE,USD,USA,TECHNOLOGY,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,"5 HASHALOM ROAD, TOHA TOWER, TEL AVIV, IL",December,2021-12-31,493994000,-9948000,None,None,1.435,0,0,-0.993,2.984,-0.333,-0.327,-0.146,-0.57,110949000,87837000,-0.993,0,0.158,13,-,-,4.452,9.12,4.09,-,1.611,13.5,7.5,10.05,9.87,38383400,None,None
TUYA,Common Stock,Tuya Inc,"Tuya Inc. is in the cloud and application development business. The company is headquartered in Hangzhou, China with additional locations at Santa Clara, California; Gurugram, India; Dusseldorf, Germany; Antioquia, Colombia; Tokyo, Japan; Shenzhen, China; and Los Angeles, California.",1829118,NYSE,USD,USA,TECHNOLOGY,GENERAL,NONE,December,2021-12-31,1315436000,None,None,None,1.981,0,0,-0.359,0.618,-0.581,-0.608,-0.151,-0.274,302076000,127867000,-0.359,0,0.19,9.2,-,-,4.355,1.392,1.676,-,None,26.65,1.75,3.672,7.98,559760000,None,None
TWKS,Common Stock,Thoughtworks Holding Inc. Common Stock,"Thoughtworks Holding, Inc. provides technology consulting services in North America, Asia Pacific, Europe, and Latin America. The company is headquartered in Chicago, Illinois.",1866550,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROGRAMMING SERVICES,"200 EAST RANDOLPH STREET, 25TH FLOOR, CHICAGO, IL, US",December,2021-12-31,5849380000,56960000,None,None,2.322,0,0,-0.33,4.208,-0.0221,0.0277,0.0125,-0.0312,1069945000,380502000,-0.33,0,0.39,28.2,-,37.59,5.47,8.42,5.71,147.08,None,34.43,17.79,20.6,24.98,305132000,None,None
