Symbol,Name,CIK,Sector,Industry,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,Dividend,EPS,EPSEorL,RevenuePerShareTTM,ProfitMargin,ProfitMarginPorN,OperatingMarginTTM,OperatingMarginTTMPorN,ReturnOnAssetsTTM,ReturnOnAssetsTTMPorN,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyEarningsGrowthYOYPorN,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding
DMRC,Digimarc Corporation,1438231,TECHNOLOGY,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,December,2021/12/31,441111000,-31554000,None,-0.69,3.341,0,0,NO,-2.111,LOSS,1.611,-1.311,negative,-1.22,negative,-0.25,negative,-0.499,26520000,17743000,-2.111,0,0,0.283,31,-,-,16.63,8.22,15.97,-,1.307,53.74,21.5,26.89,33.81,17686900
DMS,Digital Media Solutions Inc,1725134,TRADE & SERVICES,SERVICES-ALLIED TO MOTION PICTURE PRODUCTION,December,2021/12/31,105907000,32474000,48.5,None,None,0,0,NO,0.06,Earn,12.14,0.0051,positive,0.0294,positive,0.035,positive,0,427935000,79905000,0.06,-0.053,negative,0.162,6.25,48.5,19.01,0.247,1.329,0.719,4.731,0.48,12.3,2.77,3.427,5.54,36394300
DNB,Dun & Bradstreet Holdings Inc,1799208,TRADE & SERVICES,"SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES",December,2021/12/31,7301771000,727500000,None,2.86,8.54,0,0,NO,-0.17,LOSS,5.05,-0.0331,negative,0.104,positive,0.0146,positive,-0.018,2165600000,1501300000,-0.17,0,0,0.247,23.77,-,14.53,3.372,1.957,5.01,13.97,0.736,24.3,15.55,17.34,18.66,431166000
DOCN,DigitalOcean Holdings Inc,1582961,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",December,2021/12/31,4357668000,64231000,None,1.871,5.39,0,0,NO,-0.209,LOSS,4.597,-0.0455,negative,-0.025,negative,-0.0053,negative,-0.0574,428561000,257966000,-0.209,0,0,0.367,75.89,-,68.49,10.17,7.87,10.03,58.15,None,133.4,35.35,53.94,70.18,106026000
DOCS,Doximity Inc.,1516513,TECHNOLOGY,SERVICES-COMPUTER PROGRAMMING SERVICES,March,2021/12/31,8283852000,110025000,65.81,None,4.413,0,0,NO,0.658,Earn,2.334,0.441,positive,0.343,positive,0.119,positive,0.291,316582000,175701000,0.658,4.2,positive,0.667,66.77,65.81,99.01,26.17,10.18,24.55,68.71,None,107.79,39.92,51.37,62.26,191313000
DOCU,DocuSign Inc,1261333,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,January,2022/1/31,16869862000,14828000,None,2.384,1.386,0,0,NO,-0.356,LOSS,10.71,-0.0332,negative,-0.027,negative,-0.0146,negative,-0.233,2107213000,1648286000,-0.356,0,0,0.348,122.26,-,45.05,8.01,62.32,8.19,804.39,0.894,314.76,71,100.82,198.13,199903000
DOMO,Domo Inc,1505952,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,January,2022/1/31,1410045000,-115260000,None,None,-0.178,0,0,NO,-3.189,LOSS,8.06,-0.396,negative,-0.346,negative,-0.242,negative,0,257961000,190815000,-3.189,0,0,0.231,87.67,-,-,5.47,-,5.51,-,2.688,98.35,36.07,46.46,66.05,30453400
DOX,Amdocs Limited,1062579,TECHNOLOGY,SERVICES-COMPUTER PROGRAMMING SERVICES,September,2021/12/31,9900392000,826639000,19.62,1.57,28.65,1.44,0.0197,YES,4.09,Earn,33.96,0.121,positive,0.144,positive,0.0576,positive,0.14,4306929000,1477673000,4.09,-0.532,negative,0.017,87.75,19.62,15.7,2.299,2.855,2.345,11.92,0.746,84.39,67.69,80.98,77.34,123354000
DRCT,Direct Digital Holdings Inc. Class A Common Stock,1880613,TECHNOLOGY,GENERAL,December,2021/12/31,7084000,None,0.9,None,60.48,0,0,NO,2.81,Earn,931.86,0.003,positive,0.103,positive,0,0,0,31837900,5172300,2.81,0,0,0,6.63,0.9,-,0.223,5.61,0.583,6.02,None,5.49,1.18,2.369,2.387,2800000
DSP,Viant Technology Inc,1828791,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",December,2021/12/31,393927000,16360000,None,None,4.39,0,0,NO,-0.63,LOSS,18.13,-0.0345,negative,-0.191,negative,-0.102,negative,-0.242,224127000,94523000,-0.63,-0.991,negative,0.465,14.8,-,238.1,1.758,1.544,2.434,5,None,36.46,5.6,7.02,10.7,14071500
DT,Dynatrace Inc,1773383,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,March,2021/12/31,11109765000,125003000,144,2.376,4.466,0,0,NO,0.27,Earn,3.083,0.0898,positive,0.0968,positive,0.0232,positive,0.0672,873364000,591118000,0.27,-0.167,negative,0.316,63.5,144,52.63,12.72,8.94,13.01,82.08,1.534,80.13,37.66,43.47,58.82,285745000
DTST,Data Storage Corporation,1419951,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,December,2021/12/31,18752000,865690,68.29,0,3.388,0,0,NO,0.041,Earn,2.965,0.022,positive,-0.0289,negative,-0.0129,negative,0.0212,12456300,3895700,0.041,6.08,positive,0.417,8,68.29,-,1.505,0.934,0.746,8.73,0.673,13.1,0.19,3.224,3.805,6697100
DTSTW,Data Storage Corporation,1419951,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,December,2021/12/31,24508700,1086500,None,None,None,None,None,None,None,None,3.049,0.0241,positive,0.0029,positive,0.0023,positive,4.606,9796900,0,0,0,0,0.227,None,-,-,-,-,-,-,1.216,3.56,0.41,0,0,0
DUOL,Duolingo Inc. Class A Common Stock,1562088,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021/12/31,3439676000,None,None,None,13.41,0,0,NO,-2.57,LOSS,10.7,-0.24,negative,-0.223,negative,-0.0833,negative,-0.196,250772000,181586000,-2.57,0,0,0.513,119.43,-,-,13.72,6.47,11.17,-,None,205,64.81,88.02,121.29,27506100
DUOT,Duos Technologies Group Inc,1396536,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021/12/31,24641300,-1980024,None,0,0.051,0,0,NO,-1.755,LOSS,2.344,-0.749,negative,-0.916,negative,-0.828,negative,-4.043,8328300,2786400,-1.755,0,0,0.358,10,-,5.3,2.959,192.7,3.98,-,0.854,11,3.96,5.3,5.89,6088000
DV,DoubleVerify Holdings Inc,1819928,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",December,2021/12/31,3653276000,56369000,120.78,None,4.923,0,0,NO,0.18,Earn,2.244,0.0881,positive,0.0895,positive,0.0265,positive,0.0482,332741000,278359000,0.18,1.482,positive,0.342,35.8,120.78,65.79,10.98,4.494,10.14,58.91,None,48.42,19.95,24.82,30.62,163454000
DXC,DXC Technology Company,1688568,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,March,2021/12/31,7053190000,1922000000,None,0.28,19.43,0,0,NO,-2.412,LOSS,65.79,-0.0367,negative,0.022,positive,0.0105,positive,-0.11,16642000000,3835000000,-2.412,-0.911,negative,-0.046,40.5,-,6.93,0.424,1.508,0.625,6.6,2.242,44.18,28.57,32.23,34.02,244478000
EA,Electronic Arts Inc,712515,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,March,2021/12/31,35048702000,1371000000,54.48,20.63,27,0.68,0.0055,YES,2.225,Earn,22.83,0.0983,positive,0.153,positive,0.0473,positive,0.0822,6512000000,4135000000,2.225,-0.681,negative,0.069,161.98,54.48,17.12,5.38,4.729,5.37,25.98,0.828,148.35,117.58,125.91,133.8,281222000
EB,Eventbrite Inc,1475115,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",December,2021/12/31,1037029000,-32990000,None,None,1.747,0,0,NO,-1.475,LOSS,1.984,-0.743,negative,-0.429,negative,-0.0592,negative,-0.573,187134000,116840000,-1.475,0,0,1.237,20.5,-,-,5.54,6.52,4.485,-,2.837,24,10.6,13.93,16.61,86744000
EBIX,Ebix Inc,814549,TECHNOLOGY,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,December,2021/12/31,916636000,134188000,13.36,2.16,21.36,0.3,0.0101,YES,2.22,Earn,32.49,0.0685,positive,0.12,positive,0.0473,positive,0.0985,994938000,289548000,2.22,-0.215,negative,0.201,113.88,13.36,-,0.921,1.411,1.487,10.75,2.584,44.42,24.14,32.25,30.86,30904800
EBON,Ebang International Holdings Inc,1799290,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,December,2021/6/30,165134000,None,None,None,1.903,0,0,NO,-0.186,LOSS,0.174,-1.068,negative,-0.873,negative,-0.0617,negative,-0.156,26257500,-2899343,-0.186,0,0,0.657,None,-,-,6.29,0.495,1.212,5.06,None,4.23,0.7,1.188,1.659,140751000
ECOM,ChannelAdvisor Corporation,1169652,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021/12/31,438808000,22865000,9.61,-24.75,6.23,0,0,NO,1.5,Earn,5.63,0.281,positive,0.113,positive,0.0565,positive,0.297,167729000,129497000,1.5,4.339,positive,0.127,29,9.61,16.03,2.616,2.307,1.996,13.13,0.839,29.42,13.79,16.34,22.37,30451600
EEFT,Euronet Worldwide Inc,1029199,FINANCE,"FUNCTIONS RELATED TO DEPOSITORY BANKING, NEC",December,2021/12/31,6589042000,319770000,97.53,1.27,24.55,0,0,NO,1.32,Earn,56.96,0.0236,positive,0.0614,positive,0.0238,positive,0.0523,2995443000,1095176000,1.32,0.803,positive,0.148,172.78,97.53,19.19,2.2,5.49,2.23,21.57,1.429,159.32,96.3,126.91,126.16,51181000
EEX,Emerald Holding Inc,1579214,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",December,2021/12/31,186547000,36800000,None,2.16,4.649,0,0,NO,-1.594,LOSS,2.04,-0.537,negative,-0.627,negative,-0.0539,negative,-0.22,145500000,91200000,-1.594,-0.18,negative,2.369,62,-,5000,1.282,0.902,3.358,27.68,1.837,5.99,2.579,3.368,3.928,70130000
EFX,Equifax Inc,33185,TRADE & SERVICES,"SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES",December,2022/3/31,25391948000,1627800000,33.29,1.771,29.36,1.56,0.0078,YES,6.02,Earn,40.39,0.151,positive,0.231,positive,0.0689,positive,0.22,4923900000,2943000000,6.02,0.607,positive,0.121,245,33.29,23.98,5.16,6.5,6.01,18.56,1.5,299.56,199.63,223.68,255.08,122335000
EGAN,eGain Corporation,1066194,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,June,2021/12/31,321236000,3609000,110.87,2.052,1.672,0,0,NO,0.092,Earn,2.707,0.0359,positive,0.0373,positive,0.0193,positive,0.0649,84534000,59020000,0.092,-0.706,negative,0.201,19,110.87,55.25,3.8,6.29,3.16,54.15,0.351,13.7,8.5,11.56,10.97,31493700
EGHT,8x8 Inc,1023731,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,March,2021/12/31,1108761000,-91079000,None,0.532,1.043,0,0,NO,-1.576,LOSS,5.42,-0.291,negative,-0.246,negative,-0.128,negative,-1.229,601477000,302194000,-1.576,0,0,0.148,21.46,-,28.49,1.843,10.35,2.487,-,1.087,33.65,9.29,11.89,18.95,118331000
ELTK,Eltek Ltd,1024672,MANUFACTURING,PRINTED CIRCUIT BOARDS,December,2021/12/31,23983700,3730000,4.767,0,3.608,0,0,NO,0.86,Earn,5.79,0.149,positive,0.0576,positive,0.0313,positive,0.277,33823000,6897000,0.86,3.349,positive,0.002,None,4.767,-,0.709,1.133,0.838,8.55,-2.349,8.8,3.52,3.959,4.965,5849700
EMBK,Embark Technology Inc. Common Stock,1827980,TECHNOLOGY,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,December,2021/12/31,2393532000,None,None,None,0.522,0,0,NO,-0.67,LOSS,0,0,0,0,0,-0.356,negative,-0.813,0,0,-0.67,0,0,0,8,-,-,-,10.11,-,-,None,10.49,3.01,5.12,6.07,362873000
EMKR,EMCORE Corporation,808326,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,September,2021/12/31,125998000,25126000,4.993,1.08,3.782,0,0,NO,0.677,Earn,4.661,0.152,positive,0.126,positive,0.0823,positive,0.233,167254000,61488000,0.677,-0.25,negative,0.264,7.63,4.993,8.29,0.753,0.904,0.437,3.132,1.381,10.87,3.32,3.726,6.38,37277600
ENFN,Enfusion Inc.,1868912,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021/12/31,804707000,6863000,None,None,0.843,0,0,NO,-3.394,LOSS,1.343,-2.527,negative,-2.47,negative,-2.375,negative,-19.2,111700000,79855000,-3.394,0,0,0.468,19.83,-,2500,7.2,14.93,7.59,131.93,None,23.21,10.29,13.83,16.72,65583000
ENTG,Entegris Inc,1101302,MANUFACTURING,"PLASTICS PRODUCTS, NEC",December,2022/3/31,14705260000,690135000,36.07,1.58,12.65,0.34,0.0037,YES,3,Earn,16.98,0.178,positive,0.24,positive,0.113,positive,0.265,2298893000,1059664000,3,0.381,positive,0.227,153.75,36.07,27.03,6.4,8.93,6.92,24.15,1.107,157.87,100.95,123.91,128.76,135883000
ENV,Envestnet Inc,1337619,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",December,2021/12/31,4342847000,147128000,327.92,2.358,17.47,0,0,NO,0.24,Earn,21.78,0.0112,positive,0.0489,positive,0.0165,positive,0.0131,1186517000,329965000,0.24,6,positive,0.212,90.56,327.92,34.48,3.66,4.665,4.215,33.78,1.192,85.99,64.7,75.58,77.43,55182000
EOSE,Eos Energy Enterprises Inc,1805077,MANUFACTURING,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",December,2021/12/31,116028000,None,None,None,0.603,0,0,NO,-2.36,LOSS,0.087,0,0,-22.7,negative,-0.424,negative,-1.621,4598000,-41896000,-2.36,0,0,15.87,13.8,-,-,25.23,3.992,30.06,-,None,21.8,2.14,3.38,8.92,53966000
EOSEW,Eos Energy Enterprises Inc,1805077,MANUFACTURING,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",December,2021/12/31,940193000,None,None,None,None,None,None,None,None,None,0.005,0,0,-87.89,negative,0,0,-177.22,320000,0,0,0,0,0,None,-,-,-,-,-,-,None,9.71,0.516,0.987,3.255,0
EPAM,EPAM Systems Inc,1352010,TECHNOLOGY,SERVICES-COMPUTER PROGRAMMING SERVICES,December,2021/12/31,15245855000,628203000,32.74,1.33,43.75,0,0,NO,8.15,Earn,66.5,0.128,positive,0.145,positive,0.109,positive,0.215,3758144000,1274447000,8.15,0.644,positive,0.531,423,32.74,46.3,4.057,6.33,3.867,21.14,1.811,725.4,168.59,290.51,520.8,57139000
EPAY,Bottomline Technologies (de) Inc,1073349,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,June,2021/12/31,2554723000,32654000,None,1.56,9.64,0,0,NO,-0.782,LOSS,11.52,-0.0678,negative,-0.0235,negative,-0.0094,negative,-0.0796,495406000,274951000,-0.782,-0.571,negative,0.11,55.75,-,42.55,5.16,6.21,5.3,77.89,1.358,56.92,36.05,56.68,48.98,44977600
ERIC,Telefonaktiebolaget LM Ericsson (publ),717826,MANUFACTURING,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,December,2022/3/31,28811891000,None,None,4.398,3.251,0,0.029,NO,-0.722,LOSS,0,0.0977,positive,0,0,0.0708,positive,0.239,0,1.01E+11,-0.722,0.337,positive,0.025,13.4,-,10.82,1.132,2.409,0.103,0.642,0.101,13.66,7.46,9.27,10.85,3334000000
ERII,Energy Recovery Inc,1421517,TECHNOLOGY,"SPECIAL INDUSTRY MACHINERY, NEC",December,2021/12/31,1066507000,19770000,78.42,1.09,3.146,0,0,NO,0.24,Earn,1.823,0.137,positive,0.133,positive,0.0414,positive,0.0814,103904000,71234000,0.24,0.485,positive,0.271,27.5,78.42,-,10.26,6.16,9.73,51.15,1.272,24.99,16.4,19.71,20.19,56669000
ESMT,EngageSmart LLC,1863105,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021/12/31,3371300000,18017000,None,None,4.677,0,0,NO,-0.06,LOSS,1.427,-0.0415,negative,-0.0008,negative,-0.0002,negative,-0.0151,216280000,161158000,-0.06,0,0,0.369,31.5,-,-,15.59,4.301,15.43,198.24,None,38.83,16.77,20.66,24.26,162394000
ESSC,East Stone Acquisition Corporation,1760683,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",June,2022/3/31,75700000,None,None,None,0.282,0,0,NO,-0.091,LOSS,0,0,0,0,0,-0.0069,negative,-0.0692,0,-275927,-0.091,9849.5,positive,0,None,-,-,-,3.281,-,-,0.287,19.35,9.95,10.44,10.71,7168600
ESTC,Elastic N.V,1707753,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,April,2022/1/31,7344794000,-116762000,None,None,4.628,0,0,NO,-1.982,LOSS,8.74,-0.227,negative,-0.182,negative,-0.0743,negative,-0.409,800629000,448770000,-1.982,0,0,0.425,128.81,-,-,9.17,17.19,8.94,-,1.188,189.84,66.39,85.17,127.24,93469000
ETWO,E2open Parent Holdings Inc,1800347,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,December,2021/12/31,2199950000,56790000,10.96,None,10.35,0,0,NO,0.666,Earn,1.371,0.505,positive,-1.794,negative,-0.0031,negative,-0.0261,256380000,111936000,0.666,0,0,-0.046,13.5,10.96,-,8.58,0.743,-,-,0.341,14.58,7.17,8.62,10.44,301363000
EVBG,Everbridge Inc,1437352,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021/12/31,1826819000,-33284000,None,-2.6,11.75,0,0,NO,-2.5,LOSS,9.71,-0.257,negative,-0.222,negative,-0.0418,negative,-0.265,368433000,254217000,-2.5,0,0,0.36,43.8,-,175.44,4.958,3.905,5.39,-,0.859,167.4,27.81,43.42,99.88,39498800
EVCM,EverCommerce Inc. Common Stock,1853145,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021/12/31,2562493000,73807000,None,1.2,5.04,0,0,NO,-0.824,LOSS,4.161,-0.167,negative,-0.0488,negative,-0.01,negative,-0.109,490139000,327909000,-0.824,0,0,0.474,18.36,-,35.97,5.23,2.57,6.09,65.57,None,23.41,10.38,12.73,15.95,195461000
EVER,EverQuote Inc,1640428,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",December,2021/12/31,434187000,-16728000,None,0,2.842,0,0,NO,-0.668,LOSS,14.39,-0.0464,negative,-0.0498,negative,-0.0956,negative,-0.249,418515000,394566000,-0.668,0,0,0.049,22.03,-,34.6,1.037,5.37,1.028,-,1.125,35.8,11.72,14.86,17.39,24610200
EVOP,EVO Payments Inc,1704596,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",December,2021/12/31,2050354000,154763000,None,None,-12.96,0,0,NO,-0.03,LOSS,10.55,0.0174,positive,0.144,positive,0.0254,positive,0.0498,496645000,420880000,-0.03,0,0,0.142,29.5,-,21.19,4.128,-,3.128,10.62,1.583,30.46,20.07,23.24,24.1,47817000
EVTC,EVERTEC Inc,1559865,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,December,2021/12/31,2748812000,245584000,17.33,2.14,6.48,0.2,0.0051,YES,2.21,Earn,8.19,0.273,positive,0.333,positive,0.111,positive,0.397,589796000,339632000,2.21,0.275,positive,0.157,44.17,17.33,-,4.661,5.91,5.04,10.42,0.99,51,37.39,40.54,44.4,71789000
EXFY,Expensify Inc. Class A Common Stock,1476840,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021/12/31,1224579000,18422000,126.13,None,None,0,0,NO,0.119,Earn,4.193,0.0786,positive,0.114,positive,0,0,0,128208000,24571000,0.119,27.55,positive,0.726,23.67,126.13,-,9.55,17.14,9,83.38,None,51.06,14.35,19.01,28.32,68027000
EXLS,ExlService Holdings Inc,1297989,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",December,2021/12/31,4750711000,200679000,42.71,2.035,20.82,0,0,NO,3.35,Earn,33.45,0.102,positive,0.139,positive,0.077,positive,0.163,1122293000,431359000,3.35,-0.119,negative,0.187,143.83,42.71,26.45,4.233,6.95,4.32,21.07,0.995,154.98,91.59,134.27,127.72,33205500
EXTN,Exterran Corporation,1635881,TRADE & SERVICES,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",December,2021/12/31,217560000,143956000,None,0,5.51,0,0,NO,-3.414,LOSS,19.07,-0.179,negative,-0.0494,negative,-0.0157,negative,-0.463,630245000,276466000,-3.414,0,0,0.23,8.5,-,-,0.345,1.232,1.227,5.69,0.211,7.7,2.67,6.4,4.698,33317000
FATH,Fathom Digital Manufacturing Corporation,1836176,MANUFACTURING,FABRICATED STRUCTURAL METAL PRODUCTS,December,2022/3/31,365657000,24398000,9.02,None,8.25,0,0,NO,0.798,Earn,17.32,0.118,positive,0.0511,positive,0.0055,positive,0.0252,152196000,59808000,0.798,0,0,1.327,10.75,9.02,-,2.402,0.777,3.09,47.99,None,11.5,5.04,7.64,9.01,50786000
FB,Meta Platforms Inc.,1326801,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",December,2022/3/31,4.75E+11,54720000000,12.71,1.037,44.3,0,0,NO,13.77,Earn,41.89,0.334,positive,0.397,positive,0.18,positive,0.311,1.18E+11,95280000000,13.77,-0.052,negative,0.199,314.61,12.71,14.66,4.027,4.002,3.949,8.51,1.394,384.33,169,208.13,303.69,2301670000
FDS,FactSet Research Systems Inc,1013237,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",August,2022/2/28,15784692000,563215000,38.31,2.91,32.1,3.28,0.0079,YES,10.87,Earn,44.2,0.252,positive,0.298,positive,0.137,positive,0.382,1667296000,805045000,10.87,0.136,positive,0.1,462.41,38.31,33.22,9.47,13.31,9.73,27.44,0.813,494.36,314.85,421.8,415.88,37896600
FFIV,F5 Networks Inc,1048695,TECHNOLOGY,COMPUTER COMMUNICATIONS EQUIPMENT,September,2021/12/31,10265362000,565861000,31.07,1.128,39.62,0,0,NO,5.44,Earn,44.03,0.127,positive,0.168,positive,0.0561,positive,0.14,2665899000,2116627000,5.44,0.071,positive,0.1,239.27,31.07,18.18,3.851,5.06,4.507,23.27,1.106,249,167.17,202.51,210.91,60738000
FICO,Fair Isaac Corporation,814547,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",September,2022/3/31,9862209000,464469000,27.56,2.71,11.09,0,0,NO,13.62,Earn,46.97,0.294,positive,0.333,positive,0.181,positive,0.356,1326483000,984074000,13.62,0.066,positive,0.032,558.29,27.56,24.27,7.43,82.33,8.73,20.8,1.173,553.97,342.89,454.53,441.86,26279600
FISV,Fiserv Inc,798354,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,December,2021/12/31,65479852000,5499000000,50.72,1.023,47.62,0,0,NO,1.99,Earn,24.49,0.0822,positive,0.142,positive,0.0191,positive,0.043,16226000000,8098000000,1.99,0.136,positive,0.111,128.28,50.72,15.13,4.035,2.041,5.15,15.04,0.814,121.79,89.91,98.52,104.95,648765000
FIVN,Five9 Inc,1288847,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,December,2021/12/31,7014304000,9885000,None,13.61,3.083,0,0,NO,-0.785,LOSS,9.03,-0.0869,negative,-0.0701,negative,-0.0237,negative,-0.216,609591000,338492000,-0.785,-0.789,negative,0.357,156.35,-,90.09,11.51,33.86,12.31,5573.91,0.501,211.68,80.52,107.01,144.22,69510000
FLEX,Flex Ltd,866374,MANUFACTURING,PRINTED CIRCUIT BOARDS,March,2021/12/31,7522834000,1539800000,7.92,0.97,7.83,0,0,NO,2.047,Earn,52.51,0.0396,positive,0.0444,positive,0.0417,positive,0.287,25456001000,1775000000,2.047,0.171,positive,-0.015,23.71,7.92,8.61,0.295,2.099,0.396,6.33,1.529,19.5,14.88,16.85,17.55,464086000
FLT,FLEETCOR Technologies Inc,1175454,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",December,2021/12/31,19604056000,1477127000,25.2,1.181,36.34,0,0,NO,9.99,Earn,34.53,0.296,positive,0.439,positive,0.0632,positive,0.27,2833736000,2273917000,9.99,0.122,positive,0.3,296.2,25.2,16.34,6.92,6.85,8.51,16,1.311,295.09,200.78,242.83,245.36,77887000
FLYW,Flywire Corporation,1580560,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",December,2021/12/31,3149948000,404000,None,None,4.53,0,0,NO,-0.395,LOSS,2.826,-0.14,negative,-0.0388,negative,-0.0107,negative,-0.0888,201149000,130958000,-0.395,1,positive,0.547,40.11,-,714.29,15.66,6.49,13.78,-,None,57.41,22.38,28.13,36.35,101116000
FORA,Forian Inc,1829280,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,December,2021/12/31,106606000,None,None,None,0.813,0,0,NO,-0.9,LOSS,0.572,-1.573,negative,-1.564,negative,-0.476,negative,-1.457,16879700,12162500,-0.9,0,0,26.38,9,-,-,6.32,4.611,6.52,-,None,14.39,3.06,5.92,8.82,32601300
FORG,ForgeRock Inc.,1543916,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021/12/31,1730618000,None,None,None,4.067,0,0,NO,-1.144,LOSS,4.239,-0.27,negative,-0.161,negative,-0.0534,negative,-0.253,176933000,144005000,-1.144,0,0,0.193,27.43,-,-,9.78,5,7.71,-,None,48.88,11.94,18.77,24.14,32340100
FORM,FormFactor Inc,1039399,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,December,2021/12/31,2807730000,147309000,33.89,0.71,10.43,0,0,NO,1.06,Earn,9.89,0.109,positive,0.134,positive,0.0648,positive,0.108,769674000,326695000,1.06,0.358,positive,0.04,49.43,33.89,-,3.648,3.496,3.429,18.38,1.374,47.48,32.69,39.79,39.87,78166000
FORTY,Formula Systems (1985) Ltd,1045986,TECHNOLOGY,SERVICES-COMPUTER PROGRAMMING SERVICES,December,2021/12/31,1524956000,269114000,28.49,0,35.38,1.56,0.0159,YES,3.5,Earn,157.33,0.0227,positive,0.0865,positive,0.0494,positive,0.124,2405510000,563859000,3.5,0.31,positive,0.213,None,28.49,-,0.634,2.766,0.695,8.03,0.502,140.88,79.7,102.33,105.21,15294300
FOUR,Shift4 Payments Inc,1794669,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",December,2021/12/31,6986452000,44100000,None,None,4.833,0,0,NO,-0.89,LOSS,24.9,-0.0353,negative,-0.0124,negative,-0.0051,negative,-0.138,1367500000,278400000,-0.89,0,0,0.894,74.21,-,58.48,5.11,10.67,2.516,62.22,None,103.37,38.88,55.22,65.71,52720000
